3726	4199
1942	792
1393	1340
439	335
366	21
2624	3751
4628	2387
56	317
4119	271
2378	3069
2203	3005
2566	1041
1877	3550
899	754
2203	3272
302	1364
1085	1284
3805	984
1990	2249
4413	3831
1276	3608
871	3461
2900	3402
3871	4586
1887	4206
2761	1181
2678	3052
521	478
3650	2737
381	304
1938	66
2819	291
2682	2794
3752	1788
572	139
2810	4338
3056	3824
3105	3068
964	1070
1975	3215
285	1768
2311	1942
670	1381
3649	2460
899	267
3496	3328
455	2262
1211	765
2554	1729
1009	1103
4242	2214
864	2043
2512	3737
4585	3029
2055	2729
3461	1934
4382	2038
2357	2877
1934	4290
1978	1518
3414	2219
3672	2686
3520	1540
481	1148
2566	1573
3160	158
3160	318
3346	2790
3111	2266
3643	3196
2735	3173
1772	1730
4106	3252
1129	3616
3308	3235
524	896
4159	2105
1957	837
3136	3296
680	2569
896	143
4491	2187
1518	3061
2980	3354
1219	2301
1046	1223
183	2170
1047	2105
1049	74
181	513
3358	2477
1109	805
537	1441
4266	505
3812	4658
2890	2027
1925	3708
2105	1544
2191	240
524	1519
3748	2593
1384	2559
883	1599
3742	1818
3451	1139
2102	1927
519	522
2134	2065
1000	4166
1327	834
4625	4617
2737	1808
1979	3555
2566	3140
729	3450
2693	2039
4037	1187
4400	1755
2499	3841
3027	4355
4527	4382
2493	2662
3504	436
3301	2149
3053	3720
848	3728
4358	339
130	1243
2690	3640
2720	2754
74	434
1111	3660
1516	630
1900	1392
4443	276
3297	1507
3761	2906
2598	2027
3613	2651
537	2794
3915	4630
3089	4407
4472	1760
1754	2361
961	2692
2598	2894
2360	362
3221	3136
2863	1459
1049	1911
2676	1282
2031	3405
1323	3173
3929	3866
1458	1934
4083	3045
3824	842
1209	1934
2646	3825
271	2027
2831	2631
666	1279
1307	3749
1434	3654
2566	4553
300	56
4079	1645
2566	4172
539	4628
470	2010
820	424
2762	4560
3951	2586
1272	3690
745	786
4628	1948
2718	2433
2030	2058
2055	2705
3751	1959
4217	1454
4701	2523
859	646
3154	3095
1687	1016
2036	3090
3769	4549
3518	4688
1027	393
734	2055
791	3066
3157	4230
4521	1390
2495	2703
480	3434
2566	312
966	788
2234	4324
4628	760
3558	538
781	348
776	3227
3053	3612
2187	2041
1516	1134
1531	3508
4286	4363
1497	1942
952	890
820	207
1488	3838
538	4451
3358	4346
2654	35
4344	3405
1993	1162
74	671
2247	1721
4214	208
1585	1460
942	2556
1171	2695
3939	1787
1991	869
795	2262
2743	1485
345	771
593	447
538	1715
3719	2974
2586	1126
2178	2180
858	3394
3507	4614
2215	524
2291	3360
2566	2635
1526	1664
523	1900
1884	481
545	331
3643	2168
538	1998
1323	80
1384	3289
4549	1750
2493	4651
442	486
1420	293
1394	729
2187	3862
1170	298
1942	937
2466	1206
2577	2203
4628	3357
3645	1371
1952	623
1336	3815
303	955
735	1025
4491	4527
1198	3074
2979	3659
325	4630
2682	4553
968	525
95	726
2852	4477
2929	35
2030	2891
4457	3216
4154	286
2876	2875
2566	3818
1486	3293
591	2488
1811	1069
1975	692
4162	2410
2487	718
3435	1015
2905	3638
1533	2314
3817	2145
618	513
3481	1752
2566	3410
539	1414
507	452
4489	3376
4676	3254
1993	1181
72	230
1691	4675
1284	390
1942	4188
2967	2981
4628	4282
2134	2974
3461	1013
1908	3918
2124	3734
1007	447
523	3055
1449	2842
1552	4276
397	105
1138	1236
2566	4292
357	1218
4130	2895
4472	1782
234	1069
356	372
1076	1000
2378	2804
938	3253
3346	3629
2947	1343
480	2772
2810	3144
4146	4150
1294	3238
1155	742
931	1572
281	2928
1552	3852
4347	523
2566	1304
480	2650
2744	4696
4190	3933
271	549
1194	4190
899	4628
538	1590
4491	1294
1713	563
2034	2680
102	3027
1786	4597
4024	2478
218	776
2845	2894
3942	2297
428	2357
3877	683
3145	1757
537	188
2561	3149
3542	3529
1860	528
1633	2861
4022	4267
3310	3629
2138	4417
236	2801
2530	1390
1388	1749
369	2010
538	1092
4257	3886
2261	4630
1265	3315
3462	4420
724	1632
1265	2790
3952	2361
3947	3551
2213	979
